gene,seq_len,model,n_samples,glm_dim,onehot_dim,vcf_dim,ari_glm_vs_clades,ari_onehot_vs_clades,ari_vcf_vs_clades,ari_glm_vs_onehot,ari_glm_vs_vcf,ari_onehot_vs_vcf,sil_glm,sil_onehot,sil_vcf,cka_glm_vs_onehot,cka_glm_vs_vcf,cka_onehot_vs_vcf
YAR064W_300,300,nucleotide-transformer-2.5b-multi-species,1011,2560,96,24,,,,0.45064773207658576,0.46584933992466465,0.9616075555930638,0.8498344140830716,0.9071038736136567,0.9007006223505357,0.1743541463175658,0.40305634336576057,0.7249454725556608
YAR064W_300,300,nucleotide-transformer-500m-human-ref,1011,1280,96,24,,,,0.45736945884462715,0.475375671340873,0.9616075555930638,0.834594122876272,0.9071038736136567,0.9007006223505357,0.26288913088605464,0.3332927979678753,0.7249454725556608
YAL056C-A_351,351,GROVER,1011,768,220,55,,,,0.9243534424599937,0.9694605223988277,0.9297500497911122,0.8589853063928865,0.8925102028324479,0.8739059022614158,0.8721116421189496,0.8537196312078592,0.9354717432657853
YAL056C-A_351,351,gena-lm-bigbird-base-t2t,1011,768,220,55,,,,0.3871653682021,0.3999621100261523,0.9297500497911122,0.5357196718313584,0.8925102028324479,0.8739059022614158,0.3874957266710487,0.40906103856839127,0.9354717432657853
YAL056C-A_351,351,gpn-brassicales,1011,512,220,55,,,,0.9379072684827693,0.9252446374288662,0.9297500497911122,0.8938089130121543,0.8925102028324479,0.8739059022614158,0.3537080191019978,0.2985561700112765,0.9354717432657853
YAL056C-A_351,351,hyenadna-large-1m-seqlen-hf,1011,256,220,55,,,,0.9126518585559449,0.963034660561465,0.9297500497911122,0.8497263526454555,0.8925102028324479,0.8739059022614158,0.5107942377476471,0.5271759033467993,0.9354717432657853
YAL056C-A_351,351,hyenadna-medium-450k-seqlen-hf,1011,256,220,55,,,,0.9253851990546799,0.9617897162457272,0.9297500497911122,0.8853318870741325,0.8925102028324479,0.8739059022614158,0.8669231986046164,0.899606763241539,0.9354717432657853
YAL056C-A_351,351,nucleotide-transformer-2.5b-multi-species,1011,2560,220,55,,,,0.35317346463797705,0.3728983241154948,0.9297500497911122,0.6942643701873522,0.8925102028324479,0.8739059022614158,0.18074925926568727,0.23369954838740753,0.9354717432657853
YAL056C-A_351,351,nucleotide-transformer-500m-human-ref,1011,1280,220,55,,,,0.35907797648368184,0.3764642320682076,0.9297500497911122,0.6711969466531892,0.8925102028324479,0.8739059022614158,0.43056936533591594,0.39644871721605246,0.9354717432657853
YBL003C_399,399,GROVER,1011,768,100,25,,,,0.9909260651725021,0.9918588870184115,0.9971689786195075,0.98034654725535,0.982491091363722,0.9827752585931028,0.6087640274870761,0.8612593770893059,0.6264871654558427
YBL003C_399,399,gena-lm-bigbird-base-t2t,1011,768,100,25,,,,0.388490828020722,0.38908543686065694,0.9971689786195075,0.8304215409919088,0.982491091363722,0.9827752585931028,0.7464321390408261,0.7016502519562924,0.6264871654558427
YBL003C_399,399,gpn-brassicales,1011,512,100,25,,,,0.9981130094602905,0.9971689786195075,0.9971689786195075,0.9828916456733232,0.982491091363722,0.9827752585931028,0.4861857101037416,0.3441263855428882,0.6264871654558427
YBL003C_399,399,hyenadna-large-1m-seqlen-hf,1011,256,100,25,,,,0.9971730614516381,0.9981082061312556,0.9971689786195075,0.9831033803723126,0.982491091363722,0.9827752585931028,0.17996174938393275,0.5625870958192722,0.6264871654558427
YBL003C_399,399,hyenadna-medium-450k-seqlen-hf,1011,256,100,25,,,,0.9932770278503019,0.9942107152812125,0.9971689786195075,0.9794183712003176,0.982491091363722,0.9827752585931028,0.69029313128599,0.5645770940477643,0.6264871654558427
YBL003C_399,399,nucleotide-transformer-2.5b-multi-species,1011,2560,100,25,,,,0.6773986142667753,0.6782407532592734,0.9971689786195075,0.9540520031447713,0.982491091363722,0.9827752585931028,0.2808222347501156,0.6448837993462978,0.6264871654558427
YBL003C_399,399,nucleotide-transformer-500m-human-ref,1011,1280,100,25,,,,0.6792599822090242,0.6801027483293332,0.9971689786195075,0.9432117033545464,0.982491091363722,0.9827752585931028,0.18785545455741529,0.5909615697753834,0.6264871654558427
YDL121C_450,450,GROVER,1011,768,228,57,,,,0.8758137433273576,0.9208086790544374,0.9368196148748409,0.8800668772598169,0.8811340042475739,0.8837578947122158,0.6678861247961113,0.7552601139036969,0.7438586752376959
YDL121C_450,450,gena-lm-bigbird-base-t2t,1011,768,228,57,,,,0.22072531563797798,0.21868523201352877,0.9368196148748409,0.5764350489962056,0.8811340042475739,0.8837578947122158,0.44764976196117273,0.5339286695249836,0.7438586752376959
YDL121C_450,450,gpn-brassicales,1011,512,228,57,,,,0.9253030537758403,0.8958657350596408,0.9368196148748409,0.8928791027310017,0.8811340042475739,0.8837578947122158,0.49751467092952334,0.259762489500196,0.7438586752376959
YDL121C_450,450,hyenadna-large-1m-seqlen-hf,1011,256,228,57,,,,0.8750675564930827,0.8885459103087641,0.9368196148748409,0.8785394610089278,0.8811340042475739,0.8837578947122158,0.3668643030543931,0.45203512705849713,0.7438586752376959
YDL121C_450,450,hyenadna-medium-450k-seqlen-hf,1011,256,228,57,,,,0.916638170754203,0.9082497022624852,0.9368196148748409,0.8967578915993091,0.8811340042475739,0.8837578947122158,0.5271050324989374,0.40121584825587564,0.7438586752376959
YDL121C_450,450,nucleotide-transformer-2.5b-multi-species,1011,2560,228,57,,,,0.19652196420748316,0.2058601560236645,0.9368196148748409,0.739017657604933,0.8811340042475739,0.8837578947122158,0.2526364105459292,0.5130866895782491,0.7438586752376959
YDL121C_450,450,nucleotide-transformer-500m-human-ref,1011,1280,228,57,,,,0.2751732374588456,0.28532643007509395,0.9368196148748409,0.7027752110545394,0.8811340042475739,0.8837578947122158,0.32251298371553105,0.5734390846570214,0.7438586752376959
YDR396W_501,501,GROVER,1011,768,144,36,,,,0.9735594256108709,0.9648652691758633,0.966549705932685,0.8975290138862588,0.9218852587382332,0.9034371771034738,0.8139239765356474,0.6110389185958724,0.7530361103867818
YDR396W_501,501,gena-lm-bigbird-base-t2t,1011,768,144,36,,,,0.4392543367365434,0.4338163623470495,0.966549705932685,0.590906089632974,0.9218852587382332,0.9034371771034738,0.290465882536563,0.4220641560150018,0.7530361103867818
YDR396W_501,501,gpn-brassicales,1011,512,144,36,,,,0.9659350453563784,0.9811713431446605,0.966549705932685,0.9308890822194636,0.9218852587382332,0.9034371771034738,0.5731760314665774,0.4452946880155541,0.7530361103867818
YDR396W_501,501,hyenadna-large-1m-seqlen-hf,1011,256,144,36,,,,0.985805144833546,0.9619761464554488,0.966549705932685,0.9099205645081226,0.9218852587382332,0.9034371771034738,0.5159727715200572,0.4001674355294999,0.7530361103867818
YDR396W_501,501,hyenadna-medium-450k-seqlen-hf,1011,256,144,36,,,,0.9842095462908496,0.967652446295854,0.966549705932685,0.9241965609040811,0.9218852587382332,0.9034371771034738,0.7111432273358484,0.6348126752850687,0.7530361103867818
YDR396W_501,501,nucleotide-transformer-2.5b-multi-species,1011,2560,144,36,,,,0.3358282526812127,0.3338656755265627,0.966549705932685,0.6683466138665151,0.9218852587382332,0.9034371771034738,0.09614759469031212,0.25862097478281804,0.7530361103867818
YDR396W_501,501,nucleotide-transformer-500m-human-ref,1011,1280,144,36,,,,0.37299223771861645,0.3818941328175066,0.966549705932685,0.6820037568609888,0.9218852587382332,0.9034371771034738,0.2236261535934846,0.30575336410380666,0.7530361103867818
YCR090C_549,549,GROVER,1011,768,236,59,,,,0.8999520842099623,0.9293231826554441,0.9689209467060428,0.8914237133378629,0.8891237723585328,0.8960229086775507,0.6493920895496571,0.7048875905146788,0.6811508926096426
YCR090C_549,549,gena-lm-bigbird-base-t2t,1011,768,236,59,,,,0.3384382793583792,0.3532981141204773,0.9689209467060428,0.5590118367426458,0.8891237723585328,0.8960229086775507,0.18091165149228877,0.4101635269114992,0.6811508926096426
YCR090C_549,549,gpn-brassicales,1011,512,236,59,,,,0.8812639313326543,0.885791037540713,0.9689209467060428,0.8799777884027619,0.8891237723585328,0.8960229086775507,0.6420989248633574,0.40100029848527036,0.6811508926096426
YCR090C_549,549,hyenadna-large-1m-seqlen-hf,1011,256,236,59,,,,0.8696980441563597,0.8944966940627364,0.9689209467060428,0.8606498477531166,0.8891237723585328,0.8960229086775507,0.25232642496799124,0.36995408905270744,0.6811508926096426
YCR090C_549,549,hyenadna-medium-450k-seqlen-hf,1011,256,236,59,,,,0.9094494520921151,0.9053905636510664,0.9689209467060428,0.8685033327679245,0.8891237723585328,0.8960229086775507,0.3199018491035226,0.3707428766468383,0.6811508926096426
YCR090C_549,549,nucleotide-transformer-2.5b-multi-species,1011,2560,236,59,,,,0.13348865755534225,0.1434582677065886,0.9689209467060428,0.597631766359995,0.8891237723585328,0.8960229086775507,0.12344686180517886,0.31155992902874335,0.6811508926096426
YCR090C_549,549,nucleotide-transformer-500m-human-ref,1011,1280,236,59,,,,0.2588879140770883,0.2640739220478357,0.9689209467060428,0.6752911005532909,0.8891237723585328,0.8960229086775507,0.22698950436027907,0.3844340572142468,0.6811508926096426
YBR089W_600,600,GROVER,1011,768,216,54,,,,0.954108406249394,0.9575334369242682,0.9326936536785614,0.8197245038075968,0.8503506111876452,0.8322288890266419,0.7896406433846901,0.588719835675432,0.6701780798884066
YBR089W_600,600,gena-lm-bigbird-base-t2t,1011,768,216,54,,,,0.5155997780119033,0.5232118219656293,0.9326936536785614,0.5941812070090771,0.8503506111876452,0.8322288890266419,0.335781871351705,0.601548761199095,0.6701780798884066
YBR089W_600,600,gpn-brassicales,1011,512,216,54,,,,0.898557894558063,0.867981829451307,0.9326936536785614,0.8443368666707483,0.8503506111876452,0.8322288890266419,0.37752876449723494,0.27660649580968605,0.6701780798884066
YBR089W_600,600,hyenadna-large-1m-seqlen-hf,1011,256,216,54,,,,0.9395118310297655,0.9500794962516115,0.9326936536785614,0.8495813915446663,0.8503506111876452,0.8322288890266419,0.3308105455482661,0.42451920521181163,0.6701780798884066
YBR089W_600,600,hyenadna-medium-450k-seqlen-hf,1011,256,216,54,,,,0.9405899993949436,0.9442547142323197,0.9326936536785614,0.8722120125126138,0.8503506111876452,0.8322288890266419,0.7615483159589875,0.5347147788666732,0.6701780798884066
YBR089W_600,600,nucleotide-transformer-2.5b-multi-species,1011,2560,216,54,,,,0.3376159620660412,0.32889203630739827,0.9326936536785614,0.538643038785372,0.8503506111876452,0.8322288890266419,0.20872444599424775,0.2471638511388391,0.6701780798884066
YBR089W_600,600,nucleotide-transformer-500m-human-ref,1011,1280,216,54,,,,0.2966324321067782,0.29739014218047527,0.9326936536785614,0.5537362671247503,0.8503506111876452,0.8322288890266419,0.26866945411637194,0.479994034173363,0.6701780798884066
YEL076C-A_651,651,GROVER,1011,768,28,7,,,,0.985496075122115,1.0,0.985496075122115,0.9901087861211061,0.025717111770524232,0.990108803165183,0.644019464214994,0.7196216680805199,0.7720565351740725
YEL076C-A_651,651,gena-lm-bigbird-base-t2t,1011,768,28,7,,,,0.27699996504545515,0.27014949934823773,0.985496075122115,0.9881303382017557,0.025717111770524232,0.990108803165183,0.5456074860790429,0.8050176956663673,0.7720565351740725
YEL076C-A_651,651,gpn-brassicales,1011,512,28,7,,,,1.0,0.985496075122115,0.985496075122115,0.9537936959008709,0.025717111770524232,0.990108803165183,0.6964724319875798,0.4583879563560015,0.7720565351740725
YEL076C-A_651,651,hyenadna-large-1m-seqlen-hf,1011,256,28,7,,,,1.0,0.985496075122115,0.985496075122115,0.8238974360877162,0.025717111770524232,0.990108803165183,0.6736768118104802,0.7062669943896642,0.7720565351740725
YEL076C-A_651,651,hyenadna-medium-450k-seqlen-hf,1011,256,28,7,,,,1.0,0.985496075122115,0.985496075122115,0.9891196566691823,0.025717111770524232,0.990108803165183,0.6977317826794392,0.5612294123608871,0.7720565351740725
YEL076C-A_651,651,nucleotide-transformer-2.5b-multi-species,1011,2560,28,7,,,,0.5554331496556411,0.5438703325443383,0.985496075122115,0.9797130474490824,0.025717111770524232,0.990108803165183,0.37340184500224144,0.6746598999680179,0.7720565351740725
YEL076C-A_651,651,nucleotide-transformer-500m-human-ref,1011,1280,28,7,,,,0.5554331496556411,0.5438703325443383,0.985496075122115,0.897485628451163,0.025717111770524232,0.990108803165183,0.3207674884797808,0.5978821320419805,0.7720565351740725
YBL038W_699,699,GROVER,1011,768,304,76,,,,0.8203670857604404,0.8543959302386124,0.9065452549753614,0.7501671023195744,0.7565481370425822,0.7453292673565621,0.5179761350192582,0.5862954266807653,0.797057663985309
YBL038W_699,699,gena-lm-bigbird-base-t2t,1011,768,304,76,,,,0.30000169114347164,0.30767456738098714,0.9065452549753614,0.4140243111364056,0.7565481370425822,0.7453292673565621,0.3624322144350814,0.6266378989418657,0.797057663985309
YBL038W_699,699,gpn-brassicales,1011,512,304,76,,,,0.8848615071663228,0.8906155337308665,0.9065452549753614,0.7725122145345007,0.7565481370425822,0.7453292673565621,0.7116455599423392,0.462342527499614,0.797057663985309
YBL038W_699,699,hyenadna-large-1m-seqlen-hf,1011,256,304,76,,,,0.8368376927840471,0.8963081958949299,0.9065452549753614,0.7461069494959192,0.7565481370425822,0.7453292673565621,0.2556159057312193,0.40090944540836143,0.797057663985309
YBL038W_699,699,hyenadna-medium-450k-seqlen-hf,1011,256,304,76,,,,0.891234224288856,0.9109199388584008,0.9065452549753614,0.7600206413503268,0.7565481370425822,0.7453292673565621,0.7702276264453332,0.5947911535670455,0.797057663985309
YBL038W_699,699,nucleotide-transformer-2.5b-multi-species,1011,2560,304,76,,,,0.23377246804306873,0.24665948848219363,0.9065452549753614,0.48031415555295137,0.7565481370425822,0.7453292673565621,0.22738023883535977,0.41928042003796695,0.797057663985309
YBL038W_699,699,nucleotide-transformer-500m-human-ref,1011,1280,304,76,,,,0.18987828791160963,0.20699959503228715,0.9065452549753614,0.4913531952778645,0.7565481370425822,0.7453292673565621,0.23817250146253727,0.5152486323941283,0.797057663985309
YDL202W_750,750,GROVER,1011,768,380,95,,,,0.9241825459006308,0.9381996875630731,0.9713536532903914,0.7801349274333701,0.8007084774324413,0.7788860575039276,0.5957149965472462,0.7024633156514781,0.6306837245199685
YDL202W_750,750,gena-lm-bigbird-base-t2t,1011,768,380,95,,,,0.40756381740695447,0.41980293957158943,0.9713536532903914,0.5013199645755814,0.8007084774324413,0.7788860575039276,0.1565607493919484,0.4881956760600523,0.6306837245199685
YDL202W_750,750,gpn-brassicales,1011,512,380,95,,,,0.8685622594843735,0.8746641525023577,0.9713536532903914,0.8056058117863233,0.8007084774324413,0.7788860575039276,0.7173458835953294,0.4209498996725315,0.6306837245199685
YDL202W_750,750,hyenadna-large-1m-seqlen-hf,1011,256,380,95,,,,0.8405605253733571,0.8533354186088756,0.9713536532903914,0.7746452248168252,0.8007084774324413,0.7788860575039276,0.23895978636042514,0.5664684067452768,0.6306837245199685
YDL202W_750,750,hyenadna-medium-450k-seqlen-hf,1011,256,380,95,,,,0.8872653472021202,0.8874820872458687,0.9713536532903914,0.8007463749809205,0.8007084774324413,0.7788860575039276,0.6643915508663075,0.7589894721833909,0.6306837245199685
YDL202W_750,750,nucleotide-transformer-2.5b-multi-species,1011,2560,380,95,,,,0.41786049286420446,0.42631580004881414,0.9713536532903914,0.5606509378071426,0.8007084774324413,0.7788860575039276,0.16004493771158934,0.46732069638878676,0.6306837245199685
YDL202W_750,750,nucleotide-transformer-500m-human-ref,1011,1280,380,95,,,,0.3749838052262972,0.38450827806358984,0.9713536532903914,0.5471854352656965,0.8007084774324413,0.7788860575039276,0.121993861464387,0.4903271913035397,0.6306837245199685
YDL043C_801,801,GROVER,1011,768,440,110,,,,0.6991570949918225,0.7562226670618825,0.739382784425143,0.5925902557574534,0.6607331578042698,0.562505086955809,0.7475509840161343,0.7352632413564811,0.7274415288965184
YDL043C_801,801,gena-lm-bigbird-base-t2t,1011,768,440,110,,,,0.35476216258337606,0.3784096032418367,0.739382784425143,0.3897095009787275,0.6607331578042698,0.562505086955809,0.27573336906768536,0.6522819185232075,0.7274415288965184
YDL043C_801,801,gpn-brassicales,1011,512,440,110,,,,0.7705175478133425,0.6851240445453961,0.739382784425143,0.6849327769923127,0.6607331578042698,0.562505086955809,0.8610129266636832,0.5606541702025677,0.7274415288965184
YDL043C_801,801,hyenadna-large-1m-seqlen-hf,1011,256,440,110,,,,0.6306241370884969,0.7898505615700372,0.739382784425143,0.598751740339155,0.6607331578042698,0.562505086955809,0.32056975618368166,0.654812679828447,0.7274415288965184
YDL043C_801,801,hyenadna-medium-450k-seqlen-hf,1011,256,440,110,,,,0.7461064742630056,0.708433199522354,0.739382784425143,0.6759559229547064,0.6607331578042698,0.562505086955809,0.7540183791415505,0.6057015215779563,0.7274415288965184
YDL043C_801,801,nucleotide-transformer-2.5b-multi-species,1011,2560,440,110,,,,0.2918385120718574,0.36497859137556893,0.739382784425143,0.4152000815386114,0.6607331578042698,0.562505086955809,0.10962905058997544,0.3702479344588371,0.7274415288965184
YDL043C_801,801,nucleotide-transformer-500m-human-ref,1011,1280,440,110,,,,0.2525010321503691,0.30971430955034773,0.739382784425143,0.37898523613966467,0.6607331578042698,0.562505086955809,0.21201100447398438,0.5646641212643843,0.7274415288965184
YEL005C_849,849,GROVER,1011,768,384,96,,,,0.9097839327163828,0.921671743907831,0.9478933115970053,0.7662167875355026,0.7972580144543984,0.7953106586898959,0.4077874736219375,0.5856662527882361,0.6743180767780226
YEL005C_849,849,gena-lm-bigbird-base-t2t,1011,768,384,96,,,,0.4244818814007468,0.42506593039898655,0.9478933115970053,0.4976960322202096,0.7972580144543984,0.7953106586898959,0.35983929142498133,0.48348700760736335,0.6743180767780226
YEL005C_849,849,gpn-brassicales,1011,512,384,96,,,,0.8541031153532166,0.8341726462023672,0.9478933115970053,0.7929652409713513,0.7972580144543984,0.7953106586898959,0.4486990321089049,0.42533834952489236,0.6743180767780226
